3750 8000
LINK 2995 3216
LINK 3726 2914
LINK 15 2679
LINK 626 785
LINK 267 2043
LINK 3123 3354
LINK 2781 1281
LINK 707 1710
LINK 883 1952
LINK 1637 1247
ADD 368 2073
ADD 2552 2527
LINK 687 3460
LINK 2329 1743
LINK 2653 2023
ADD 2463 1972
ADD 780 1103
LINK 1573 2169
LINK 3679 1567
LINK 3610 1874
LINK 1989 1414
LINK 2388 3504
LINK 1991 808
LINK 820 2500
LINK 147 2623
ADD 728 3634
LINK 3594 720
LINK 506 2601
LINK 3260 2523
LINK 288 950
LINK 3549 25
LINK 1446 2873
LINK 2613 1090
LINK 3420 1545
ADD 1723 1132
LINK 1982 2323
ADD 685 572
LINK 2248 1287
LINK 562 3746
ADD 1663 1874
ADD 3225 2070
LINK 1456 3112
ADD 1731 1709
LINK 461 264
ADD 1241 3516
ADD 2403 535
LINK 759 919
ADD 1411 2695
LINK 2763 506
LINK 1162 1244
LINK 3176 2089
LINK 502 2647
ADD 1923 3007
LINK 1838 707
LINK 1567 3517
LINK 1219 1816
ADD 3208 1487
LINK 2321 2943
ADD 3685 1177
LINK 199 1870
LINK 890 2058
ADD 188 2116
LINK 486 2297
LINK 3293 2104
LINK 662 2587
LINK 3692 2310
LINK 3580 1414
LINK 1407 366
LINK 1991 2759
LINK 928 1507
LINK 3113 2568
LINK 477 1697
LINK 2715 185
LINK 1300 1795
LINK 2681 1882
ADD 2414 1950
LINK 2280 618
LINK 930 488
LINK 1068 2449
LINK 3654 1054
ADD 2935 2842
LINK 3476 2956
LINK 3183 1505
LINK 89 725
LINK 1351 2873
LINK 389 807
LINK 2349 1272
LINK 2771 1924
ADD 3241 517
ADD 3404 1366
ADD 3677 2338
LINK 3699 3516
LINK 2185 351
LINK 3142 812
LINK 2164 1231
LINK 2645 2614
LINK 2696 501
LINK 2329 1264
LINK 2187 3467
ADD 1346 3493
ADD 48 2766
LINK 1802 2360
LINK 2319 502
ADD 2606 109
LINK 1287 3444
LINK 3541 2334
LINK 2365 558
ADD 1649 3589
LINK 1974 3295
LINK 381 2234
LINK 435 3474
ADD 707 1104
ADD 2435 61
LINK 2228 2235
LINK 1405 3318
ADD 23 2377
ADD 1268 3729
LINK 1991 3326
LINK 665 3485
LINK 1396 1965
LINK 622 1926
LINK 138 1577
LINK 1313 2115
LINK 783 956
LINK 2101 3208
LINK 572 13
LINK 3064 3606
LINK 1112 3275
LINK 3260 384
LINK 3579 84
ADD 1961 3503
LINK 1313 2393
LINK 880 494
LINK 356 2458
LINK 2632 969
ADD 1582 217
LINK 2966 3127
LINK 1665 3745
LINK 3644 461
ADD 11 3438
LINK 2272 39
LINK 1341 1894
LINK 298 1775
LINK 2616 1763
LINK 707 1476
LINK 527 3055
LINK 3436 153
ADD 108 1671
ADD 1143 3341
LINK 2360 3590
LINK 2998 3741
LINK 1342 2222
LINK 1078 954
LINK 3136 1588
LINK 2081 88
LINK 1510 560
LINK 3513 1493
LINK 150 3500
LINK 3714 2999
LINK 2167 1492
LINK 1500 3316
ADD 2532 1098
LINK 528 3354
LINK 2317 2616
LINK 1607 844
LINK 2484 3299
ADD 1501 996
LINK 590 3505
LINK 413 645
LINK 1739 15
LINK 15 3062
LINK 2158 3713
LINK 3184 1943
ADD 3163 2927
LINK 3706 771
LINK 2436 3315
ADD 3340 2994
LINK 3697 970
LINK 3265 2008
ADD 1248 2268
LINK 3421 1038
LINK 236 633
LINK 2547 3739
LINK 274 1869
ADD 1601 3317
LINK 1568 199
LINK 2678 3300
LINK 2912 365
ADD 2904 461
LINK 2547 1726
LINK 1479 1967
LINK 1365 3476
LINK 3399 203
LINK 3158 2336
LINK 1465 38
LINK 795 694
ADD 551 2588
LINK 1155 2078
ADD 2043 56
LINK 2364 3365
LINK 2903 1516
LINK 3052 606
LINK 450 944
ADD 913 2826
LINK 2112 2474
LINK 2248 1979
LINK 1331 2144
ADD 2287 2603
LINK 3520 2420
LINK 3594 3574
ADD 1386 3266
ADD 3554 1483
LINK 2463 1924
ADD 2738 651
LINK 2300 1861
ADD 2366 2380
LINK 3348 1913
LINK 393 689
ADD 3215 3139
ADD 3013 2284
LINK 1772 3152
LINK 3625 2131
LINK 1693 581
LINK 3167 1010
LINK 3323 2244
LINK 2706 1451
LINK 1140 3157
LINK 1959 2010
LINK 3181 2843
LINK 2014 3097
LINK 859 1847
LINK 1541 3145
LINK 1998 2523
ADD 1304 281
ADD 3599 756
LINK 2717 3272
LINK 105 931
ADD 1697 2345
ADD 1137 1427
LINK 2566 2423
LINK 909 3747
LINK 1614 1025
LINK 43 2772
LINK 2373 3319
LINK 1886 1374
LINK 1025 751
LINK 2808 2796
LINK 2844 3313
LINK 1274 956
LINK 1048 88
LINK 240 2921
LINK 2055 1148
LINK 1697 1307
LINK 1561 1588
LINK 1637 2819
ADD 2095 3282
LINK 2081 2558
LINK 67 2895
LINK 3324 1139
LINK 1131 2262
LINK 2296 2419
LINK 712 47
ADD 2011 3366
LINK 906 3290
LINK 2267 954
ADD 3332 617
LINK 2369 1083
LINK 2340 2348
LINK 744 2680
ADD 828 3362
LINK 2450 1653
LINK 1494 3583
LINK 1306 1267
LINK 2108 94
ADD 275 2415
ADD 238 1533
ADD 1112 661
LINK 897 299
LINK 3131 2487
LINK 1315 1134
LINK 736 2497
ADD 2108 3314
LINK 3717 3107
LINK 832 2922
ADD 1242 1889
LINK 3297 782
LINK 2672 2044
ADD 1676 561
LINK 2117 2254
LINK 2432 1039
ADD 887 233
LINK 1205 3122
LINK 2849 1131
LINK 2955 1472
LINK 2273 1483
LINK 3121 2043
LINK 2002 744
ADD 3209 3555
LINK 1574 1666
LINK 1858 3473
LINK 1660 2155
LINK 1870 863
LINK 2424 2342
ADD 916 2495
ADD 3412 1281
LINK 1934 298
ADD 467 938
LINK 374 476
LINK 2107 661
ADD 902 1931
LINK 433 3607
LINK 2650 3095
LINK 1404 2903
LINK 3194 3203
LINK 1948 3453
LINK 3362 1160
LINK 1499 1885
LINK 1223 1437
ADD 1406 2541
LINK 915 635
LINK 902 2195
LINK 2865 58
ADD 2160 2723
LINK 533 789
ADD 1877 2263
LINK 753 239
LINK 495 1636
LINK 1723 572
ADD 65 2674
LINK 546 1933
LINK 1846 3705
LINK 3556 1634
ADD 27 1886
LINK 557 1687
ADD 2772 3681
LINK 1519 85
ADD 907 1868
LINK 1673 791
LINK 1140 1820
LINK 2437 2353
LINK 3073 2580
LINK 112 241
LINK 3334 880
LINK 2334 755
LINK 3621 2930
ADD 2089 2816
LINK 2262 2846
LINK 1884 3635
LINK 3171 490
LINK 1625 373
LINK 28 89
LINK 1159 340
LINK 206 3538
LINK 932 1409
ADD 2242 2575
LINK 272 1113
ADD 2424 3434
LINK 2459 2929
ADD 3750 395
ADD 3383 963
LINK 502 1920
LINK 33 622
LINK 3563 3510
LINK 1611 3565
LINK 1163 2046
ADD 1524 2200
LINK 1210 2197
LINK 209 2537
LINK 2440 3552
ADD 2885 2688
LINK 2530 129
LINK 3671 2469
LINK 1850 2324
LINK 2148 1678
LINK 3198 2322
LINK 26 384
LINK 3057 3165
LINK 537 352
LINK 2570 3161
LINK 1741 1873
LINK 3075 2473
ADD 1976 3565
LINK 3502 351
LINK 2748 1966
LINK 565 980
ADD 1218 2291
LINK 1441 2279
LINK 2064 3297
LINK 3374 1146
LINK 2645 1908
LINK 327 2759
LINK 675 2646
LINK 2790 3678
LINK 2429 2085
LINK 1686 2343
LINK 1512 2539
LINK 2886 3367
LINK 3234 2513
LINK 1250 1944
LINK 1333 3570
ADD 739 1051
LINK 1067 367
LINK 3313 462
ADD 3556 1952
LINK 2133 1069
LINK 3438 3087
LINK 622 3409
LINK 1801 2203
LINK 2394 140
LINK 851 2697
LINK 3183 2944
LINK 388 2990
LINK 1364 3493
LINK 1766 3448
LINK 2616 1798
LINK 1582 3037
LINK 3537 557
LINK 1488 1229
LINK 3436 2340
ADD 1596 2326
LINK 3465 3343
LINK 2713 1288
LINK 1959 2953
ADD 1043 2387
ADD 2893 1423
ADD 2663 3444
LINK 1839 1934
LINK 442 1731
LINK 1992 1930
LINK 1211 1398
LINK 3333 3127
LINK 3012 398
LINK 1044 2126
LINK 650 523
ADD 945 994
LINK 822 2748
LINK 868 664
LINK 2089 2822
ADD 626 1830
ADD 3544 38
LINK 933 3151
LINK 2963 2278
LINK 1251 1451
ADD 434 1581
ADD 3409 2107
ADD 2732 1078
LINK 358 1397
ADD 575 2131
LINK 718 399
ADD 1121 1813
LINK 1349 386
LINK 2619 759
ADD 3167 3504
ADD 1805 415
LINK 2831 441
ADD 1095 3507
LINK 2531 2784
LINK 1139 449
LINK 2107 2384
LINK 2249 3562
LINK 1017 1213
LINK 651 1727
LINK 3310 850
LINK 3181 3383
LINK 266 1835
LINK 3374 24
LINK 262 2795
ADD 1997 675
ADD 1118 2051
ADD 1056 1267
LINK 1975 2057
LINK 603 2472
LINK 3094 29
LINK 3727 1498
LINK 787 1831
LINK 1113 2537
LINK 3103 1444
LINK 3599 3595
LINK 3637 1566
LINK 2948 3162
LINK 2583 899
LINK 116 1678
LINK 1053 3123
LINK 991 1933
LINK 741 662
LINK 346 1234
LINK 2548 626
LINK 1141 1854
LINK 2344 141
LINK 322 2569
LINK 3221 1326
LINK 2376 152
LINK 3731 3028
LINK 44 808
LINK 1444 3126
LINK 317 764
LINK 289 1161
LINK 1940 1109
LINK 211 3687
LINK 3635 115
LINK 1369 3014
LINK 2820 23
ADD 1103 1495
LINK 2723 221
LINK 966 2530
LINK 876 3042
ADD 2483 168
LINK 3136 624
ADD 3226 948
ADD 1357 2472
LINK 82 1963
LINK 1076 2805
LINK 3159 1794
LINK 1113 743
LINK 434 2491
ADD 3173 3584
LINK 2971 1994
LINK 2862 596
LINK 2499 779
ADD 1897 1793
LINK 680 3692
ADD 2436 1805
LINK 2989 590
LINK 1834 2659
LINK 2611 1164
LINK 1767 1172
LINK 3467 1102
LINK 3721 3585
LINK 3489 2324
LINK 1238 2431
LINK 3135 804
LINK 814 3435
ADD 2026 1587
LINK 883 2132
LINK 2165 2687
LINK 2686 2746
LINK 1470 271
LINK 861 1305
LINK 1455 2732
LINK 1387 3267
LINK 2373 3301
ADD 474 1502
ADD 1520 2412
ADD 1807 2701
LINK 1648 2056
LINK 2256 460
ADD 2079 2093
LINK 2992 1938
LINK 1320 2249
LINK 832 1296
LINK 100 2757
LINK 2916 540
LINK 2689 1580
LINK 2852 2344
LINK 3750 2322
LINK 3223 562
LINK 3293 102
ADD 394 2197
LINK 1825 3079
LINK 1407 2585
LINK 2382 2144
LINK 408 2420
LINK 2838 73
LINK 466 1731
ADD 3471 1009
LINK 2248 1200
LINK 1511 397
LINK 3521 2068
LINK 3561 3285
LINK 1309 415
ADD 1858 3529
LINK 631 1195
LINK 2291 2074
LINK 289 2604
LINK 3230 2671
LINK 170 660
LINK 2869 2617
ADD 1716 2910
ADD 1360 1664
LINK 2398 323
LINK 3174 1969
ADD 373 2690
LINK 3750 845
LINK 940 2510
LINK 1756 1285
ADD 1304 3250
LINK 1706 1460
LINK 2882 3354
LINK 1601 283
LINK 1078 1964
LINK 292 1452
ADD 1041 1586
LINK 701 2069
LINK 1556 676
LINK 3233 2466
LINK 1525 3529
ADD 1090 2397
ADD 722 1156
LINK 2025 1794
ADD 3589 1925
LINK 2635 226
LINK 1859 2527
ADD 605 2916
LINK 3547 2618
LINK 1350 1550
LINK 3523 945
ADD 1283 2861
LINK 3011 1230
LINK 3 2285
LINK 3412 3199
LINK 2338 727
LINK 21 2650
LINK 1378 2076
LINK 1744 75
LINK 3711 2859
LINK 663 2216
LINK 885 1549
LINK 2357 2512
ADD 2346 1007
LINK 1840 598
